tf,fill_price,ask_at_fill,ask_1s_before,delta_fill_vs_ask,ask_drop_1s
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
h1,0.04,0.05,0.05,-0.010000000000000002,0.0
m5,0.42219999999999996,0.51,0.51,-0.08780000000000004,0.0
m5,0.45,0.51,0.51,-0.06,0.0
m15,0.3993,0.43,0.43,-0.030700000000000005,0.0
m15,0.39,0.43,0.43,-0.03999999999999998,0.0
m5,0.46,0.51,0.51,-0.04999999999999999,0.0
h1,0.97,0.97,0.97,0.0,0.0
m15,0.58,0.63,0.63,-0.050000000000000044,0.0
m5,0.53,0.57,0.57,-0.039999999999999925,0.0
m15,0.61,0.62,0.62,-0.010000000000000009,0.0
h1,0.978,0.99,0.99,-0.01200000000000001,0.0
h1,0.98,0.99,0.99,-0.010000000000000009,0.0
m15,0.57,0.57,0.58,0.0,0.010000000000000009
m15,0.57,0.57,0.58,0.0,0.010000000000000009
h1,0.983,0.99,0.99,-0.007000000000000006,0.0
h1,0.9840000000000001,0.99,0.99,-0.005999999999999894,0.0
m5,0.67,0.68,0.68,-0.010000000000000009,0.0
m5,0.33,0.33,0.33,0.0,0.0
m15,0.49,0.49,0.49,0.0,0.0
m15,0.48,0.49,0.49,-0.010000000000000009,0.0
m5,0.61,0.65,0.64,-0.040000000000000036,-0.010000000000000009
h1,0.99,0.99,0.99,0.0,0.0
h1,0.99,0.99,0.99,0.0,0.0
m5,0.61,0.62,0.61,-0.010000000000000009,-0.010000000000000009
h1,0.99,0.99,0.99,0.0,0.0
h1,0.99,0.99,0.99,0.0,0.0
h1,0.99,0.99,0.99,0.0,0.0
h1,0.99,0.99,0.99,0.0,0.0
h1,0.9890000000000001,0.99,0.99,-0.0009999999999998899,0.0
h1,0.9890000000000001,0.99,0.99,-0.0009999999999998899,0.0
m5,0.26,0.25,0.27,0.010000000000000009,0.020000000000000018
m5,0.19,0.25,0.25,-0.06,0.0
m15,0.4,0.44,0.44,-0.03999999999999998,0.0
m5,0.74,0.75,0.74,-0.010000000000000009,-0.010000000000000009
m5,0.15,0.15,0.15,0.0,0.0
m5,0.8051999999999999,0.83,0.83,-0.024800000000000044,0.0
m15,0.57,0.58,0.58,-0.010000000000000009,0.0
m5,0.8497,0.91,0.91,-0.06030000000000002,0.0
m5,0.88,0.91,0.91,-0.030000000000000027,0.0
m15,0.6663,0.7,0.7,-0.03369999999999995,0.0
m5,0.93,0.95,0.94,-0.019999999999999907,-0.010000000000000009
m15,0.69,0.73,0.73,-0.040000000000000036,0.0
m15,0.66,0.67,0.67,-0.010000000000000009,0.0
m5,0.02,0.04,0.05,-0.02,0.010000000000000002
m15,0.34,0.42,0.42,-0.07999999999999996,0.0
m15,0.59,0.61,0.62,-0.020000000000000018,0.010000000000000009
m15,0.39,0.39,0.4,0.0,0.010000000000000009
m5,0.02,0.01,0.02,0.01,0.01
m15,0.62,0.7,0.66,-0.07999999999999996,-0.039999999999999925
m5,0.51,0.53,0.54,-0.020000000000000018,0.010000000000000009
m5,0.47,0.49,0.5,-0.020000000000000018,0.010000000000000009
m15,0.78,0.79,0.79,-0.010000000000000009,0.0
m5,0.49,0.51,0.49,-0.020000000000000018,-0.020000000000000018
m5,0.49,0.51,0.51,-0.020000000000000018,0.0
m5,0.57,0.58,0.6,-0.010000000000000009,0.020000000000000018
m5,0.44,0.43,0.41,0.010000000000000009,-0.020000000000000018
m5,0.7,0.72,0.72,-0.020000000000000018,0.0
m5,0.8,0.84,0.83,-0.039999999999999925,-0.010000000000000009
m5,0.19,0.2,0.2,-0.010000000000000009,0.0
m15,0.94,0.94,0.94,0.0,0.0
m15,0.08,0.09,0.09,-0.009999999999999995,0.0
m5,0.28,0.24,0.28,0.040000000000000036,0.040000000000000036
m5,0.73,0.8,0.8,-0.07000000000000006,0.0
m5,0.3,0.21,0.21,0.09,0.0
m5,0.77,0.78,0.79,-0.010000000000000009,0.010000000000000009
m15,0.95,0.96,0.96,-0.010000000000000009,0.0
m5,0.22,0.19,0.2,0.03,0.010000000000000009
m5,0.11,0.12,0.13,-0.009999999999999995,0.010000000000000009
m5,0.91,0.92,0.92,-0.010000000000000009,0.0
m5,0.91,0.9,0.92,0.010000000000000009,0.020000000000000018
m5,0.09960000000000001,0.11,0.11,-0.010399999999999993,0.0
m5,0.09,0.11,0.11,-0.020000000000000004,0.0
m5,0.12,0.15,0.15,-0.03,0.0
m5,0.8536,0.87,0.86,-0.01639999999999997,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m15,0.38,0.4,0.39,-0.020000000000000018,-0.010000000000000009
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m5,0.3,0.35,0.32,-0.04999999999999999,-0.02999999999999997
m5,0.3,0.35,0.32,-0.04999999999999999,-0.02999999999999997
m15,0.37,0.4,0.39,-0.030000000000000027,-0.010000000000000009
m5,0.28,0.35,0.32,-0.06999999999999995,-0.02999999999999997
m5,0.66,0.69,0.68,-0.029999999999999916,-0.009999999999999898
m5,0.66,0.69,0.69,-0.029999999999999916,0.0
m15,0.58,0.59,0.59,-0.010000000000000009,0.0
m15,0.58,0.59,0.59,-0.010000000000000009,0.0
m15,0.58,0.59,0.59,-0.010000000000000009,0.0
m5,0.61,0.63,0.63,-0.020000000000000018,0.0
m15,0.58,0.59,0.59,-0.010000000000000009,0.0
m15,0.59,0.61,0.61,-0.020000000000000018,0.0
h1,0.46,0.46,0.46,0.0,0.0
m5,0.57,0.6,0.61,-0.030000000000000027,0.010000000000000009
h1,0.46,0.46,0.46,0.0,0.0
m15,0.57,0.59,0.59,-0.020000000000000018,0.0
m15,0.42,0.42,0.42,0.0,0.0
m5,0.57,0.6,0.61,-0.030000000000000027,0.010000000000000009
m5,0.58,0.63,0.61,-0.050000000000000044,-0.020000000000000018
m15,0.57,0.6,0.59,-0.030000000000000027,-0.010000000000000009
h1,0.54,0.55,0.55,-0.010000000000000009,0.0
m15,0.57,0.6,0.59,-0.030000000000000027,-0.010000000000000009
h1,0.54,0.57,0.55,-0.029999999999999916,-0.019999999999999907
m15,0.57,0.62,0.6,-0.050000000000000044,-0.020000000000000018
h1,0.54,0.57,0.57,-0.029999999999999916,0.0
m15,0.57,0.62,0.62,-0.050000000000000044,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.41,0.41,-0.02999999999999997,0.0
m5,0.73,0.74,0.74,-0.010000000000000009,0.0
m5,0.59,0.61,0.6,-0.020000000000000018,-0.010000000000000009
m5,0.62,0.63,0.63,-0.010000000000000009,0.0
m5,0.38,0.38,0.39,0.0,0.010000000000000009
m5,0.78,0.82,0.81,-0.039999999999999925,-0.009999999999999898
m5,0.09,0.1,0.1,-0.010000000000000009,0.0
m5,0.08,0.1,0.09,-0.020000000000000004,-0.010000000000000009
m15,0.29,0.3,0.3,-0.010000000000000009,0.0
h1,0.39,0.4,0.4,-0.010000000000000009,0.0
h1,0.39,0.42,0.4,-0.02999999999999997,-0.019999999999999962
m15,0.67,0.69,0.69,-0.019999999999999907,0.0
m5,0.96,0.99,0.99,-0.030000000000000027,0.0
m15,0.24,0.23,0.23,0.009999999999999981,0.0
m5,0.5165,0.45,0.45,0.06649999999999995,0.0
m5,0.52,0.45,0.45,0.07,0.0
m5,0.35,0.44,0.42,-0.09000000000000002,-0.020000000000000018
m5,0.58,0.59,0.6,-0.010000000000000009,0.010000000000000009
m15,0.76,0.76,0.77,0.0,0.010000000000000009
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m15,0.69,0.7,0.7,-0.010000000000000009,0.0
m5,0.34,0.32,0.32,0.020000000000000018,0.0
h1,0.39,0.4,0.4,-0.010000000000000009,0.0
m5,0.4,0.43,0.42,-0.02999999999999997,-0.010000000000000009
m5,0.57,0.57,0.56,0.0,-0.009999999999999898
m5,0.44,0.42,0.42,0.020000000000000018,0.0
m5,0.7,0.69,0.71,0.010000000000000009,0.020000000000000018
m5,0.71,0.62,0.64,0.08999999999999997,0.020000000000000018
m5,0.3,0.4,0.4,-0.10000000000000003,0.0
m5,0.41,0.49,0.48,-0.08000000000000002,-0.010000000000000009
m15,0.83,0.84,0.84,-0.010000000000000009,0.0
m15,0.83,0.84,0.84,-0.010000000000000009,0.0
m5,0.47,0.68,0.68,-0.21000000000000008,0.0
m5,0.49,0.68,0.68,-0.19000000000000006,0.0
m15,0.11,0.12,0.12,-0.009999999999999995,0.0
m5,0.32,0.32,0.32,0.0,0.0
m15,0.11,0.12,0.12,-0.009999999999999995,0.0
m5,0.68,0.75,0.74,-0.06999999999999995,-0.010000000000000009
m5,0.67,0.75,0.74,-0.07999999999999996,-0.010000000000000009
m5,0.7,0.75,0.74,-0.050000000000000044,-0.010000000000000009
m15,0.07,0.06,0.07,0.010000000000000009,0.010000000000000009
m5,0.08,0.09,0.09,-0.009999999999999995,0.0
m5,0.08,0.05,0.07,0.03,0.020000000000000004
m5,0.97,0.98,0.98,-0.010000000000000009,0.0
m15,0.04,0.07,0.07,-0.030000000000000006,0.0
m5,0.42,0.48,0.48,-0.06,0.0
m5,0.59,0.64,0.63,-0.050000000000000044,-0.010000000000000009
m5,0.37,0.36,0.36,0.010000000000000009,0.0
m15,0.97,0.98,0.98,-0.010000000000000009,0.0
m5,0.36,0.47,0.41,-0.10999999999999999,-0.06
m5,0.37,0.47,0.47,-0.09999999999999998,0.0
m5,0.52,0.58,0.58,-0.05999999999999994,0.0
m5,0.59,0.55,0.57,0.039999999999999925,0.019999999999999907
m5,0.41,0.55,0.55,-0.14000000000000007,0.0
m5,0.45,0.49,0.48,-0.03999999999999998,-0.010000000000000009
m5,0.5,0.51,0.51,-0.010000000000000009,0.0
m5,0.5,0.63,0.61,-0.13,-0.020000000000000018
h1,0.3,0.33,0.33,-0.030000000000000027,0.0
m5,0.38,0.4,0.4,-0.020000000000000018,0.0
m5,0.61,0.73,0.72,-0.12,-0.010000000000000009
m5,0.74,0.72,0.75,0.020000000000000018,0.030000000000000027
m15,0.01,0.01,0.01,0.0,0.0
m5,0.21,0.25,0.25,-0.04000000000000001,0.0
m5,0.3,0.41,0.41,-0.10999999999999999,0.0
m5,0.57,0.61,0.59,-0.040000000000000036,-0.020000000000000018
m5,0.3469,0.24,0.36,0.1069,0.12
m5,0.36,0.24,0.24,0.12,0.0
m5,0.78,0.94,0.94,-0.15999999999999992,0.0
m5,0.76,0.94,0.94,-0.17999999999999994,0.0
m5,0.8974,0.93,0.92,-0.03260000000000007,-0.010000000000000009
m5,0.05,0.04,0.05,0.010000000000000002,0.010000000000000002
m5,0.04,0.02,0.04,0.02,0.02
m5,0.9079999999999999,0.99,0.93,-0.08200000000000007,-0.05999999999999994
m5,0.02,0.02,0.08,0.0,0.06
m5,0.0599,0.02,0.08,0.039900000000000005,0.06
m5,0.93,0.99,0.99,-0.05999999999999994,0.0
m5,0.75,0.82,0.82,-0.06999999999999995,0.0
m5,0.82,0.8,0.8,0.019999999999999907,0.0
m5,0.19,0.22,0.21,-0.03,-0.010000000000000009
m5,0.1861,0.22,0.21,-0.03390000000000001,-0.010000000000000009
m5,0.8,0.8,0.8,0.0,0.0
m15,0.71,0.73,0.72,-0.020000000000000018,-0.010000000000000009
m5,0.8,0.82,0.81,-0.019999999999999907,-0.009999999999999898
m5,0.81,0.82,0.82,-0.009999999999999898,0.0
m15,0.29,0.26,0.31,0.02999999999999997,0.04999999999999999
h1,0.56,0.55,0.59,0.010000000000000009,0.039999999999999925
m5,0.19,0.24,0.24,-0.04999999999999999,0.0
m5,0.15,0.14,0.15,0.009999999999999981,0.009999999999999981
m5,0.87,0.87,0.87,0.0,0.0
h1,0.46,0.47,0.48,-0.009999999999999953,0.010000000000000009
h1,0.54,0.56,0.56,-0.020000000000000018,0.0
h1,0.56,0.59,0.59,-0.029999999999999916,0.0
m15,0.1,0.11,0.11,-0.009999999999999995,0.0
m15,0.1,0.1,0.1,0.0,0.0
m15,0.1,0.1,0.1,0.0,0.0
h1,0.59,0.62,0.62,-0.030000000000000027,0.0
h1,0.59,0.62,0.62,-0.030000000000000027,0.0
m15,0.92,0.93,0.93,-0.010000000000000009,0.0
h1,0.33,0.33,0.33,0.0,0.0
h1,0.39,0.4,0.4,-0.010000000000000009,0.0
h1,0.39,0.44,0.4,-0.04999999999999999,-0.03999999999999998
h1,0.39,0.45,0.45,-0.06,0.0
m5,0.03,0.03,0.03,0.0,0.0
m15,0.18,0.18,0.18,0.0,0.0
m15,0.18,0.18,0.18,0.0,0.0
m15,0.82,0.84,0.84,-0.020000000000000018,0.0
h1,0.54,0.54,0.54,0.0,0.0
h1,0.53,0.56,0.56,-0.030000000000000027,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
m15,0.12,0.13,0.13,-0.010000000000000009,0.0
m15,0.12,0.13,0.13,-0.010000000000000009,0.0
m15,0.12,0.13,0.13,-0.010000000000000009,0.0
m15,0.12,0.13,0.13,-0.010000000000000009,0.0
m15,0.12,0.13,0.13,-0.010000000000000009,0.0
m15,0.12,0.13,0.13,-0.010000000000000009,0.0
m15,0.12,0.09,0.09,0.03,0.0
m15,0.12,0.09,0.09,0.03,0.0
m15,0.12,0.09,0.09,0.03,0.0
m15,0.12,0.09,0.09,0.03,0.0
m15,0.12,0.09,0.09,0.03,0.0
h1,0.38,0.4,0.4,-0.020000000000000018,0.0
h1,0.6,0.61,0.61,-0.010000000000000009,0.0
h1,0.6,0.61,0.61,-0.010000000000000009,0.0
m15,0.9,0.9,0.9,0.0,0.0
m15,0.89,0.91,0.91,-0.020000000000000018,0.0
m15,0.09,0.1,0.1,-0.010000000000000009,0.0
m15,0.09,0.1,0.1,-0.010000000000000009,0.0
m15,0.09,0.1,0.1,-0.010000000000000009,0.0
m15,0.09,0.1,0.1,-0.010000000000000009,0.0
m15,0.09,0.1,0.11,-0.010000000000000009,0.009999999999999995
m15,0.09,0.1,0.11,-0.010000000000000009,0.009999999999999995
m15,0.09,0.1,0.11,-0.010000000000000009,0.009999999999999995
m5,0.43,0.43,0.43,0.0,0.0
m15,0.07,0.07,0.07,0.0,0.0
m15,0.07,0.07,0.07,0.0,0.0
m15,0.07,0.07,0.07,0.0,0.0
h1,0.2,0.24,0.24,-0.03999999999999998,0.0
m5,0.8426,0.82,0.82,0.022600000000000064,0.0
h1,0.22,0.25,0.24,-0.03,-0.010000000000000009
m5,0.19,0.21,0.22,-0.01999999999999999,0.010000000000000009
h1,0.21,0.26,0.26,-0.05000000000000002,0.0
m5,0.21,0.19,0.19,0.01999999999999999,0.0
h1,0.74,0.75,0.75,-0.010000000000000009,0.0
m5,0.19,0.19,0.19,0.0,0.0
m15,0.96,0.98,0.98,-0.020000000000000018,0.0
m5,0.79,0.82,0.82,-0.029999999999999916,0.0
m5,0.21,0.19,0.19,0.01999999999999999,0.0
h1,0.72,0.73,0.73,-0.010000000000000009,0.0
h1,0.72,0.74,0.74,-0.020000000000000018,0.0
h1,0.74,0.74,0.74,0.0,0.0
h1,0.73,0.74,0.74,-0.010000000000000009,0.0
h1,0.73,0.74,0.74,-0.010000000000000009,0.0
h1,0.73,0.74,0.74,-0.010000000000000009,0.0
h1,0.74,0.74,0.74,0.0,0.0
m5,0.87,0.89,0.89,-0.020000000000000018,0.0
h1,0.74,0.75,0.75,-0.010000000000000009,0.0
m15,0.96,0.97,0.97,-0.010000000000000009,0.0
h1,0.73,0.74,0.74,-0.010000000000000009,0.0
m5,0.79,0.83,0.83,-0.039999999999999925,0.0
m5,0.95,0.97,0.97,-0.020000000000000018,0.0
h1,0.82,0.88,0.88,-0.06000000000000005,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.15,0.16,0.16,-0.010000000000000009,0.0
h1,0.83,0.84,0.84,-0.010000000000000009,0.0
h1,0.83,0.84,0.84,-0.010000000000000009,0.0
h1,0.17,0.2,0.2,-0.03,0.0
h1,0.17,0.2,0.2,-0.03,0.0
h1,0.19,0.19,0.19,0.0,0.0
m5,0.3697,0.38,0.38,-0.010300000000000031,0.0
h1,0.13,0.14,0.14,-0.010000000000000009,0.0
h1,0.13,0.14,0.14,-0.010000000000000009,0.0
h1,0.13,0.13,0.13,0.0,0.0
m5,0.43,0.34,0.34,0.08999999999999997,0.0
m5,0.67,0.68,0.69,-0.010000000000000009,0.009999999999999898
h1,0.1,0.11,0.11,-0.009999999999999995,0.0
h1,0.1,0.11,0.11,-0.009999999999999995,0.0
m5,0.74,0.76,0.76,-0.020000000000000018,0.0
m5,0.6325,0.73,0.73,-0.09750000000000003,0.0
m5,0.65,0.79,0.73,-0.14,-0.06000000000000005
m5,0.73,0.81,0.8,-0.08000000000000007,-0.010000000000000009
h1,0.9,0.91,0.91,-0.010000000000000009,0.0
m5,0.14,0.16,0.14,-0.01999999999999999,-0.01999999999999999
m5,0.83,0.85,0.84,-0.020000000000000018,-0.010000000000000009
m5,0.84,0.84,0.84,0.0,0.0
h1,0.1,0.11,0.11,-0.009999999999999995,0.0
h1,0.86,0.87,0.87,-0.010000000000000009,0.0
m5,0.71,0.72,0.72,-0.010000000000000009,0.0
m5,0.29,0.28,0.29,0.009999999999999953,0.009999999999999953
h1,0.08,0.09,0.09,-0.009999999999999995,0.0
h1,0.09,0.1,0.1,-0.010000000000000009,0.0
h1,0.09,0.1,0.1,-0.010000000000000009,0.0
h1,0.09,0.1,0.1,-0.010000000000000009,0.0
h1,0.09,0.1,0.1,-0.010000000000000009,0.0
h1,0.09,0.09,0.09,0.0,0.0
m5,0.45,0.48,0.48,-0.02999999999999997,0.0
m5,0.45,0.48,0.48,-0.02999999999999997,0.0
m15,0.45,0.45,0.45,0.0,0.0
m5,0.46,0.5,0.48,-0.03999999999999998,-0.020000000000000018
m5,0.5,0.55,0.54,-0.050000000000000044,-0.010000000000000009
m5,0.48,0.55,0.54,-0.07000000000000006,-0.010000000000000009
m5,0.46,0.4,0.44,0.06,0.03999999999999998
m5,0.45,0.4,0.44,0.04999999999999999,0.03999999999999998
m15,0.51,0.51,0.51,0.0,0.0
m15,0.5,0.5,0.5,0.0,0.0
m15,0.48,0.49,0.5,-0.010000000000000009,0.010000000000000009
m5,0.4,0.42,0.42,-0.019999999999999962,0.0
m15,0.48,0.49,0.5,-0.010000000000000009,0.010000000000000009
m15,0.48,0.49,0.5,-0.010000000000000009,0.010000000000000009
m5,0.2836,0.27,0.27,0.013600000000000001,0.0
m15,0.6,0.62,0.62,-0.020000000000000018,0.0
m15,0.61,0.62,0.62,-0.010000000000000009,0.0
m5,0.28,0.28,0.28,0.0,0.0
m5,0.71,0.73,0.73,-0.020000000000000018,0.0
m5,0.2,0.25,0.25,-0.04999999999999999,0.0
m15,0.37,0.38,0.38,-0.010000000000000009,0.0
m15,0.61,0.62,0.62,-0.010000000000000009,0.0
m15,0.62,0.62,0.62,0.0,0.0
m15,0.61,0.62,0.62,-0.010000000000000009,0.0
m15,0.61,0.66,0.62,-0.050000000000000044,-0.040000000000000036
m5,0.81,0.85,0.84,-0.039999999999999925,-0.010000000000000009
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
h1,0.95,0.96,0.96,-0.010000000000000009,0.0
m5,0.06,0.06,0.06,0.0,0.0
m15,0.78,0.79,0.79,-0.010000000000000009,0.0
h1,0.96,0.96,0.96,0.0,0.0
m15,0.2,0.21,0.21,-0.009999999999999981,0.0
m15,0.84,0.87,0.87,-0.030000000000000027,0.0
m15,0.85,0.87,0.87,-0.020000000000000018,0.0
m15,0.85,0.87,0.87,-0.020000000000000018,0.0
m15,0.13,0.12,0.12,0.010000000000000009,0.0
m15,0.89,0.9,0.91,-0.010000000000000009,0.010000000000000009
m15,0.89,0.9,0.9,-0.010000000000000009,0.0
h1,0.97,0.98,0.98,-0.010000000000000009,0.0
m15,0.85,0.85,0.85,0.0,0.0
m15,0.84,0.85,0.85,-0.010000000000000009,0.0
m15,0.84,0.85,0.85,-0.010000000000000009,0.0
m15,0.84,0.85,0.85,-0.010000000000000009,0.0
m15,0.84,0.85,0.85,-0.010000000000000009,0.0
m15,0.84,0.85,0.85,-0.010000000000000009,0.0
m15,0.1419,0.16,0.16,-0.018100000000000005,0.0
m15,0.85,0.87,0.87,-0.020000000000000018,0.0
m15,0.84,0.87,0.87,-0.030000000000000027,0.0
m15,0.77,0.78,0.77,-0.010000000000000009,-0.010000000000000009
m5,0.27,0.26,0.24,0.010000000000000009,-0.020000000000000018
m15,0.76,0.78,0.77,-0.020000000000000018,-0.010000000000000009
h1,0.03,0.04,0.04,-0.010000000000000002,0.0
m15,0.76,0.78,0.77,-0.020000000000000018,-0.010000000000000009
m5,0.22,0.3,0.3,-0.07999999999999999,0.0
m5,0.72,0.74,0.73,-0.020000000000000018,-0.010000000000000009
m5,0.71,0.74,0.73,-0.030000000000000027,-0.010000000000000009
m5,0.71,0.77,0.74,-0.06000000000000005,-0.030000000000000027
m5,0.74,0.79,0.79,-0.050000000000000044,0.0
m5,0.74,0.79,0.79,-0.050000000000000044,0.0
m5,0.7793000000000001,0.76,0.8,0.019300000000000095,0.040000000000000036
m5,0.7394,0.78,0.78,-0.04060000000000008,0.0
m5,0.78,0.8,0.78,-0.020000000000000018,-0.020000000000000018
m5,0.72,0.71,0.72,0.010000000000000009,0.010000000000000009
m5,0.31,0.41,0.4,-0.09999999999999998,-0.009999999999999953
m5,0.6,0.59,0.6,0.010000000000000009,0.010000000000000009
m15,0.08,0.09,0.09,-0.009999999999999995,0.0
m15,0.08,0.09,0.09,-0.009999999999999995,0.0
m5,0.68,0.71,0.71,-0.029999999999999916,0.0
m5,0.29,0.32,0.28,-0.030000000000000027,-0.03999999999999998
m5,0.71,0.6,0.61,0.10999999999999999,0.010000000000000009
m5,0.65,0.63,0.64,0.020000000000000018,0.010000000000000009
m5,0.46,0.47,0.49,-0.009999999999999953,0.020000000000000018
m15,0.12,0.13,0.13,-0.010000000000000009,0.0
m5,0.53,0.5,0.53,0.030000000000000027,0.030000000000000027
m5,0.52,0.5,0.53,0.020000000000000018,0.030000000000000027
m5,0.56,0.55,0.56,0.010000000000000009,0.010000000000000009
m5,0.43,0.41,0.41,0.020000000000000018,0.0
m5,0.62,0.6,0.63,0.020000000000000018,0.030000000000000027
m5,0.38,0.28,0.36,0.09999999999999998,0.07999999999999996
m5,0.6,0.76,0.74,-0.16000000000000003,-0.020000000000000018
m15,0.19,0.2,0.2,-0.010000000000000009,0.0
h1,0.963,0.96,0.96,0.0030000000000000027,0.0
m15,0.16,0.17,0.17,-0.010000000000000009,0.0
m15,0.16,0.17,0.17,-0.010000000000000009,0.0
m15,0.16,0.17,0.17,-0.010000000000000009,0.0
m15,0.16,0.17,0.17,-0.010000000000000009,0.0
m15,0.16,0.17,0.17,-0.010000000000000009,0.0
m15,0.16,0.17,0.17,-0.010000000000000009,0.0
m5,0.73,0.77,0.78,-0.040000000000000036,0.010000000000000009
m5,0.78,0.77,0.78,0.010000000000000009,0.010000000000000009
m15,0.17,0.17,0.17,0.0,0.0
m15,0.83,0.83,0.83,0.0,0.0
m15,0.84,0.85,0.85,-0.010000000000000009,0.0
m5,0.25,0.27,0.27,-0.020000000000000018,0.0
m15,0.83,0.85,0.85,-0.020000000000000018,0.0
m15,0.88,0.88,0.88,0.0,0.0
m5,0.64,0.7,0.66,-0.05999999999999994,-0.039999999999999925
m5,0.66,0.74,0.73,-0.07999999999999996,-0.010000000000000009
m15,0.88,0.88,0.88,0.0,0.0
m5,0.71,0.71,0.74,0.0,0.030000000000000027
m15,0.88,0.89,0.89,-0.010000000000000009,0.0
m5,0.69,0.67,0.67,0.019999999999999907,0.0
m5,0.31,0.34,0.34,-0.030000000000000027,0.0
m5,0.18,0.18,0.17,0.0,-0.009999999999999981
m5,0.18,0.36,0.35,-0.18,-0.010000000000000009
h1,0.9690000000000001,0.97,0.97,-0.0009999999999998899,0.0
m5,0.33,0.37,0.37,-0.03999999999999998,0.0
m5,0.3448,0.37,0.37,-0.0252,0.0
m5,0.64,0.69,0.67,-0.04999999999999993,-0.019999999999999907
m5,0.67,0.69,0.67,-0.019999999999999907,-0.019999999999999907
m5,0.23,0.23,0.26,0.0,0.03
m5,0.75,0.78,0.78,-0.030000000000000027,0.0
m5,0.23,0.25,0.26,-0.01999999999999999,0.010000000000000009
m5,0.23,0.25,0.26,-0.01999999999999999,0.010000000000000009
m5,0.75,0.77,0.78,-0.020000000000000018,0.010000000000000009
m5,0.79,0.8,0.79,-0.010000000000000009,-0.010000000000000009
m5,0.79,0.8,0.8,-0.010000000000000009,0.0
m5,0.79,0.8,0.8,-0.010000000000000009,0.0
m5,0.8,0.81,0.8,-0.010000000000000009,-0.010000000000000009
m5,0.8,0.85,0.81,-0.04999999999999993,-0.039999999999999925
m5,0.8,0.85,0.81,-0.04999999999999993,-0.039999999999999925
m5,0.14429999999999998,0.28,0.24,-0.13570000000000004,-0.040000000000000036
m5,0.27,0.3,0.22,-0.02999999999999997,-0.07999999999999999
m5,0.6437,0.45,0.63,0.19370000000000004,0.18
m5,0.61,0.25,0.4,0.36,0.15000000000000002
m5,0.4,0.76,0.61,-0.36,-0.15000000000000002
m5,0.61,0.78,0.77,-0.17000000000000004,-0.010000000000000009
m5,0.23,0.11,0.12,0.12000000000000001,0.009999999999999995
m5,0.88,0.96,0.96,-0.07999999999999996,0.0
